"Workout #";"Date";"Workout Name";"Duration (sec)";"Exercise Name";"Set Order";"Weight (kg)";"Reps";"RPE";"Distance (meters)";"Seconds";"Notes";"Workout Notes"
"10";"2025-01-24 14:34:11";"Force Doigts";"3884";"Force Doigts Sloper";"3";"15.0";"5";"";"";"";"";"Force Doigts / grimpe avant !"
"11";"2025-01-28 10:54:30";"Force Doigts";"4623";"Pyramide échauffement doigts";"1";"40.0";"5";"";"";"";"";"Force Doigts"
"11";"2025-01-28 10:54:30";"Force Doigts";"4623";"Pyramide échauffement doigts";"2";"40.0";"5";"";"";"";"";"Force Doigts"
"11";"2025-01-28 10:54:30";"Force Doigts";"4623";"Force Doigts Crimp";"1";"40.0";"5";"";"";"";"";"Force Doigts"
"11";"2025-01-28 10:54:30";"Force Doigts";"4623";"Force Doigts Crimp";"2";"40.0";"5";"";"";"";"";"Force Doigts"
"11";"2025-01-28 10:54:30";"Force Doigts";"4623";"Force Doigts Crimp";"3";"40.0";"5";"";"";"";"";"Force Doigts"
"11";"2025-01-28 10:54:30";"Force Doigts";"4623";"Force Doigts Crimp";"4";"40.0";"5";"";"";"";"";"Force Doigts"
"11";"2025-01-28 10:54:30";"Force Doigts";"4623";"Force Doigts Crimp";"5";"40.0";"2";"";"";"";"";"Force Doigts"
"11";"2025-01-28 10:54:30";"Force Doigts";"4623";"Force Doigts Crimp";"1";"42.0";"5";"";"";"";"";"Force Doigts"
"11";"2025-01-28 10:54:30";"Force Doigts";"4623";"Force Doigts Crimp";"2";"42.0";"5";"";"";"";"";"Force Doigts"
"11";"2025-01-28 10:54:30";"Force Doigts";"4623";"Force Doigts Crimp";"3";"42.0";"5";"";"";"";"";"Force Doigts"
"11";"2025-01-28 10:54:30";"Force Doigts";"4623";"Force Doigts Crimp";"4";"42.0";"5";"";"";"";"";"Force Doigts"
"11";"2025-01-28 10:54:30";"Force Doigts";"4623";"Force Doigts Crimp";"5";"42.0";"4";"";"";"";"";"Force Doigts"
"11";"2025-01-28 10:54:30";"Force Doigts";"4623";"Force Doigts 3 finger drag";"1";"34.0";"4";"";"";"";"";"Force Doigts"
"11";"2025-01-28 10:54:30";"Force Doigts";"4623";"Force Doigts 3 finger drag";"2";"34.0";"3";"";"";"";"";"Force Doigts"
"11";"2025-01-28 10:54:30";"Force Doigts";"4623";"Force Doigts 3 finger drag";"3";"34.0";"4";"";"";"";"";"Force Doigts"
"11";"2025-01-28 10:54:30";"Force Doigts";"4623";"Force Doigts 3 finger drag";"4";"34.0";"5";"";"";"";"";"Force Doigts"
"11";"2025-01-28 10:54:30";"Force Doigts";"4623";"Force Doigts 3 finger drag";"1";"34.0";"3";"";"";"";"";"Force Doigts"
"11";"2025-01-28 10:54:30";"Force Doigts";"4623";"Force Doigts 3 finger drag";"2";"34.0";"4";"";"";"";"";"Force Doigts"
"11";"2025-01-28 10:54:30";"Force Doigts";"4623";"Force Doigts 3 finger drag";"3";"34.0";"4";"";"";"";"";"Force Doigts"
"11";"2025-01-28 10:54:30";"Force Doigts";"4623";"Force Doigts 3 finger drag";"4";"34.0";"4";"";"";"";"";"Force Doigts"
"11";"2025-01-28 10:54:30";"Force Doigts";"4623";"Force Doigts Pinch";"1";"22.0";"3";"";"";"";"";"Force Doigts"
"11";"2025-01-28 10:54:30";"Force Doigts";"4623";"Force Doigts Pinch";"2";"22.0";"3";"";"";"";"";"Force Doigts"
"11";"2025-01-28 10:54:30";"Force Doigts";"4623";"Force Doigts Pinch";"3";"22.0";"3";"";"";"";"";"Force Doigts"
"11";"2025-01-28 10:54:30";"Force Doigts";"4623";"Force Doigts Pinch";"1";"22.0";"4";"";"";"";"";"Force Doigts"
"11";"2025-01-28 10:54:30";"Force Doigts";"4623";"Force Doigts Pinch";"2";"22.0";"3";"";"";"";"";"Force Doigts"
"11";"2025-01-28 10:54:30";"Force Doigts";"4623";"Force Doigts Pinch";"3";"22.0";"2";"";"";"";"";"Force Doigts"
"11";"2025-01-28 10:54:30";"Force Doigts";"4623";"Force Doigts Sloper";"1";"15.0";"5";"";"";"";"";"Force Doigts"
"11";"2025-01-28 10:54:30";"Force Doigts";"4623";"Force Doigts Sloper";"2";"15.0";"5";"";"";"";"";"Force Doigts"
"11";"2025-01-28 10:54:30";"Force Doigts";"4623";"Force Doigts Sloper";"3";"15.0";"5";"";"";"";"";"Force Doigts"
"11";"2025-01-28 10:54:30";"Force Doigts";"4623";"Force Doigts Sloper";"1";"15.0";"5";"";"";"";"";"Force Doigts"
"11";"2025-01-28 10:54:30";"Force Doigts";"4623";"Force Doigts Sloper";"2";"15.0";"5";"";"";"";"";"Force Doigts"
"11";"2025-01-28 10:54:30";"Force Doigts";"4623";"Force Doigts Sloper";"3";"15.0";"5";"";"";"";"";"Force Doigts"
"12";"2025-01-28 12:17:03";"Muscu";"3660";"Pull Up";"W";"20.0";"5";"";"";"";"";""
"12";"2025-01-28 12:17:03";"Muscu";"3660";"Pull Up";"1";"25.0";"4";"";"";"";"";""
"12";"2025-01-28 12:17:03";"Muscu";"3660";"Pull Up";"2";"25.0";"4";"";"";"";"";""
"12";"2025-01-28 12:17:03";"Muscu";"3660";"Pull Up";"3";"25.0";"3";"";"";"";"";""
"12";"2025-01-28 12:17:03";"Muscu";"3660";"Handstand Push Up";"Note";"";"";"";"";"";"Negative ";""
"12";"2025-01-28 12:17:03";"Muscu";"3660";"Handstand Push Up";"1";"0.0";"3";"";"";"";"";""
"12";"2025-01-28 12:17:03";"Muscu";"3660";"Handstand Push Up";"2";"0.0";"3";"";"";"";"";""
"12";"2025-01-28 12:17:03";"Muscu";"3660";"Handstand Push Up";"3";"0.0";"3";"";"";"";"";""
"12";"2025-01-28 12:17:03";"Muscu";"3660";"Hanging Knee Raise";"1";"";"5";"";"";"";"";""
"12";"2025-01-28 12:17:03";"Muscu";"3660";"Hanging Knee Raise";"2";"";"5";"";"";"";"";""
"12";"2025-01-28 12:17:03";"Muscu";"3660";"Hanging Knee Raise";"3";"";"5";"";"";"";"";""
"12";"2025-01-28 12:17:03";"Muscu";"3660";"Push Up";"Note";"";"";"";"";"";"One arm on chair";""
"12";"2025-01-28 12:17:03";"Muscu";"3660";"Push Up";"1";"0.0";"5";"";"";"";"";""
"12";"2025-01-28 12:17:03";"Muscu";"3660";"Push Up";"2";"0.0";"5";"";"";"";"";""
"12";"2025-01-28 12:17:03";"Muscu";"3660";"Push Up";"3";"0.0";"5";"";"";"";"";""
"12";"2025-01-28 12:17:03";"Muscu";"3660";"Push Up";"Note";"";"";"";"";"";"One arm on chair";""
"12";"2025-01-28 12:17:03";"Muscu";"3660";"Push Up";"1";"0.0";"5";"";"";"";"";""
"12";"2025-01-28 12:17:03";"Muscu";"3660";"Push Up";"2";"0.0";"5";"";"";"";"";""
"12";"2025-01-28 12:17:03";"Muscu";"3660";"Push Up";"3";"0.0";"5";"";"";"";"";""
"12";"2025-01-28 12:17:03";"Muscu";"3660";"Chest Dip";"1";"0.0";"5";"";"";"";"";""
"12";"2025-01-28 12:17:03";"Muscu";"3660";"Chest Dip";"2";"0.0";"5";"";"";"";"";""
"12";"2025-01-28 12:17:03";"Muscu";"3660";"Chest Dip";"3";"0.0";"4";"";"";"";"";""
"12";"2025-01-28 12:17:03";"Muscu";"3660";"Push-ups taps";"Note";"";"";"";"";"";"Less than middle ";""
"12";"2025-01-28 12:17:03";"Muscu";"3660";"Push-ups taps";"1";"0.0";"5";"";"";"";"";""
"12";"2025-01-28 12:17:03";"Muscu";"3660";"Push-ups taps";"2";"0.0";"5";"";"";"";"";""
"12";"2025-01-28 12:17:03";"Muscu";"3660";"Push-ups taps";"3";"0.0";"4";"";"";"";"";""
"13";"2025-01-29 11:36:12";"Rési doigts";"1965";"Pyramide échauffement doigts";"1";"40.0";"5";"";"";"";"";""
"13";"2025-01-29 11:36:12";"Rési doigts";"1965";"Pyramide échauffement doigts";"2";"40.0";"5";"";"";"";"";""
"13";"2025-01-29 11:36:12";"Rési doigts";"1965";"Rési Doigts";"1";"22.0";"4";"";"";"";"";""
"13";"2025-01-29 11:36:12";"Rési doigts";"1965";"Rési Doigts";"2";"22.0";"5";"";"";"";"";""
"14";"2025-02-04 10:15:04";"Force Doigts";"3843";"Pyramide échauffement doigts";"1";"40.0";"4";"";"";"";"";"Force Doigts"
"14";"2025-02-04 10:15:04";"Force Doigts";"3843";"Pyramide échauffement doigts";"2";"40.0";"5";"";"";"";"";"Force Doigts"
"14";"2025-02-04 10:15:04";"Force Doigts";"3843";"Force Doigts Crimp";"1";"40.0";"3";"";"";"";"";"Force Doigts"
"14";"2025-02-04 10:15:04";"Force Doigts";"3843";"Force Doigts Crimp";"2";"40.0";"3";"";"";"";"";"Force Doigts"
"14";"2025-02-04 10:15:04";"Force Doigts";"3843";"Force Doigts Crimp";"3";"40.0";"2";"";"";"";"";"Force Doigts"
"14";"2025-02-04 10:15:04";"Force Doigts";"3843";"Force Doigts Crimp";"4";"40.0";"2";"";"";"";"";"Force Doigts"
"14";"2025-02-04 10:15:04";"Force Doigts";"3843";"Force Doigts Crimp";"5";"40.0";"2";"";"";"";"";"Force Doigts"
"14";"2025-02-04 10:15:04";"Force Doigts";"3843";"Force Doigts Crimp";"1";"42.0";"4";"";"";"";"";"Force Doigts"
"14";"2025-02-04 10:15:04";"Force Doigts";"3843";"Force Doigts Crimp";"2";"42.0";"5";"";"";"";"";"Force Doigts"
"14";"2025-02-04 10:15:04";"Force Doigts";"3843";"Force Doigts Crimp";"3";"42.0";"3";"";"";"";"";"Force Doigts"
"14";"2025-02-04 10:15:04";"Force Doigts";"3843";"Force Doigts Crimp";"4";"42.0";"2";"";"";"";"";"Force Doigts"
"14";"2025-02-04 10:15:04";"Force Doigts";"3843";"Force Doigts Crimp";"5";"42.0";"2";"";"";"";"";"Force Doigts"
"14";"2025-02-04 10:15:04";"Force Doigts";"3843";"Force Doigts 3 finger drag";"1";"34.0";"2";"";"";"";"";"Force Doigts"
"14";"2025-02-04 10:15:04";"Force Doigts";"3843";"Force Doigts 3 finger drag";"2";"34.0";"3";"";"";"";"";"Force Doigts"
"14";"2025-02-04 10:15:04";"Force Doigts";"3843";"Force Doigts 3 finger drag";"3";"34.0";"4";"";"";"";"";"Force Doigts"
"14";"2025-02-04 10:15:04";"Force Doigts";"3843";"Force Doigts 3 finger drag";"4";"34.0";"2";"";"";"";"";"Force Doigts"
"14";"2025-02-04 10:15:04";"Force Doigts";"3843";"Force Doigts 3 finger drag";"1";"34.0";"4";"";"";"";"";"Force Doigts"
"14";"2025-02-04 10:15:04";"Force Doigts";"3843";"Force Doigts 3 finger drag";"2";"34.0";"4";"";"";"";"";"Force Doigts"
"14";"2025-02-04 10:15:04";"Force Doigts";"3843";"Force Doigts 3 finger drag";"3";"34.0";"4";"";"";"";"";"Force Doigts"
"14";"2025-02-04 10:15:04";"Force Doigts";"3843";"Force Doigts 3 finger drag";"4";"34.0";"4";"";"";"";"";"Force Doigts"
"14";"2025-02-04 10:15:04";"Force Doigts";"3843";"Force Doigts Pinch";"1";"22.0";"2";"";"";"";"";"Force Doigts"
"14";"2025-02-04 10:15:04";"Force Doigts";"3843";"Force Doigts Pinch";"1";"22.0";"2";"";"";"";"";"Force Doigts"
"15";"2025-02-05 11:10:27";"Rési doigts";"2026";"Pyramide échauffement doigts";"1";"40.0";"5";"";"";"";"";""
"15";"2025-02-05 11:10:27";"Rési doigts";"2026";"Pyramide échauffement doigts";"2";"40.0";"5";"";"";"";"";""
"15";"2025-02-05 11:10:27";"Rési doigts";"2026";"Rési Doigts";"1";"22.0";"5";"";"";"";"";""
"15";"2025-02-05 11:10:27";"Rési doigts";"2026";"Rési Doigts";"2";"22.0";"5";"";"";"";"";""
"16";"2025-02-08 09:56:15";"Force Doigts";"943";"Pyramide échauffement doigts";"1";"40.0";"2";"";"";"";"";"Force Doigts"
"16";"2025-02-08 09:56:15";"Force Doigts";"943";"Pyramide échauffement doigts";"2";"40.0";"5";"";"";"";"";"Force Doigts"
"16";"2025-02-08 09:56:15";"Force Doigts";"943";"Force Doigts Crimp";"1";"38.0";"4";"";"";"";"";"Force Doigts"
"16";"2025-02-08 09:56:15";"Force Doigts";"943";"Force Doigts Crimp";"2";"38.0";"5";"";"";"";"";"Force Doigts"
"16";"2025-02-08 09:56:15";"Force Doigts";"943";"Force Doigts Crimp";"3";"38.0";"5";"";"";"";"";"Force Doigts"
"16";"2025-02-08 09:56:15";"Force Doigts";"943";"Force Doigts Crimp";"4";"40.0";"2";"";"";"";"";"Force Doigts"
"16";"2025-02-08 09:56:15";"Force Doigts";"943";"Force Doigts Crimp";"5";"38.0";"5";"";"";"";"";"Force Doigts"
"16";"2025-02-08 09:56:15";"Force Doigts";"943";"Force Doigts Crimp";"1";"40.0";"5";"";"";"";"";"Force Doigts"
"16";"2025-02-08 09:56:15";"Force Doigts";"943";"Force Doigts Crimp";"2";"40.0";"5";"";"";"";"";"Force Doigts"
"16";"2025-02-08 09:56:15";"Force Doigts";"943";"Force Doigts Crimp";"3";"40.0";"5";"";"";"";"";"Force Doigts"
"16";"2025-02-08 09:56:15";"Force Doigts";"943";"Force Doigts Crimp";"4";"40.0";"5";"";"";"";"";"Force Doigts"
"16";"2025-02-08 09:56:15";"Force Doigts";"943";"Force Doigts Crimp";"5";"40.0";"5";"";"";"";"";"Force Doigts"
"17";"2025-02-14 09:50:36";"Force Doigts";"5371";"Pyramide échauffement doigts";"1";"40.0";"5";"";"";"";"";"Force Doigts"
"17";"2025-02-14 09:50:36";"Force Doigts";"5371";"Pyramide échauffement doigts";"2";"40.0";"5";"";"";"";"";"Force Doigts"
"17";"2025-02-14 09:50:36";"Force Doigts";"5371";"Force Doigts Crimp";"1";"40.0";"5";"";"";"";"";"Force Doigts"
"17";"2025-02-14 09:50:36";"Force Doigts";"5371";"Force Doigts Crimp";"2";"40.0";"5";"";"";"";"";"Force Doigts"
"17";"2025-02-14 09:50:36";"Force Doigts";"5371";"Force Doigts Crimp";"3";"40.0";"5";"";"";"";"";"Force Doigts"
"17";"2025-02-14 09:50:36";"Force Doigts";"5371";"Force Doigts Crimp";"4";"40.0";"5";"";"";"";"";"Force Doigts"
"17";"2025-02-14 09:50:36";"Force Doigts";"5371";"Force Doigts Crimp";"5";"40.0";"5";"";"";"";"";"Force Doigts"
"17";"2025-02-14 09:50:36";"Force Doigts";"5371";"Force Doigts Crimp";"1";"42.0";"5";"";"";"";"";"Force Doigts"
"17";"2025-02-14 09:50:36";"Force Doigts";"5371";"Force Doigts Crimp";"2";"42.0";"5";"";"";"";"";"Force Doigts"
"17";"2025-02-14 09:50:36";"Force Doigts";"5371";"Force Doigts Crimp";"3";"42.0";"5";"";"";"";"";"Force Doigts"
"17";"2025-02-14 09:50:36";"Force Doigts";"5371";"Force Doigts Crimp";"4";"42.0";"5";"";"";"";"";"Force Doigts"
"17";"2025-02-14 09:50:36";"Force Doigts";"5371";"Force Doigts Crimp";"5";"42.0";"5";"";"";"";"";"Force Doigts"
"17";"2025-02-14 09:50:36";"Force Doigts";"5371";"Force Doigts 3 finger drag";"1";"34.0";"5";"";"";"";"";"Force Doigts"
"17";"2025-02-14 09:50:36";"Force Doigts";"5371";"Force Doigts 3 finger drag";"2";"34.0";"5";"";"";"";"";"Force Doigts"
"17";"2025-02-14 09:50:36";"Force Doigts";"5371";"Force Doigts 3 finger drag";"3";"34.0";"5";"";"";"";"";"Force Doigts"
"17";"2025-02-14 09:50:36";"Force Doigts";"5371";"Force Doigts 3 finger drag";"4";"34.0";"4";"";"";"";"";"Force Doigts"
"17";"2025-02-14 09:50:36";"Force Doigts";"5371";"Force Doigts 3 finger drag";"1";"34.0";"5";"";"";"";"";"Force Doigts"
"17";"2025-02-14 09:50:36";"Force Doigts";"5371";"Force Doigts 3 finger drag";"2";"34.0";"5";"";"";"";"";"Force Doigts"
"17";"2025-02-14 09:50:36";"Force Doigts";"5371";"Force Doigts 3 finger drag";"3";"34.0";"5";"";"";"";"";"Force Doigts"
"17";"2025-02-14 09:50:36";"Force Doigts";"5371";"Force Doigts 3 finger drag";"4";"34.0";"5";"";"";"";"";"Force Doigts"
"17";"2025-02-14 09:50:36";"Force Doigts";"5371";"Force Doigts Pinch";"1";"22.0";"3";"";"";"";"";"Force Doigts"
"17";"2025-02-14 09:50:36";"Force Doigts";"5371";"Force Doigts Pinch";"2";"22.0";"3";"";"";"";"";"Force Doigts"
"17";"2025-02-14 09:50:36";"Force Doigts";"5371";"Force Doigts Pinch";"3";"22.0";"3";"";"";"";"";"Force Doigts"
"17";"2025-02-14 09:50:36";"Force Doigts";"5371";"Force Doigts Pinch";"1";"22.0";"2";"";"";"";"";"Force Doigts"
"17";"2025-02-14 09:50:36";"Force Doigts";"5371";"Force Doigts Pinch";"2";"21.0";"4";"";"";"";"";"Force Doigts"
"17";"2025-02-14 09:50:36";"Force Doigts";"5371";"Force Doigts Pinch";"3";"21.0";"4";"";"";"";"";"Force Doigts"
"17";"2025-02-14 09:50:36";"Force Doigts";"5371";"Force Doigts Sloper";"1";"15.0";"5";"";"";"";"";"Force Doigts"
"17";"2025-02-14 09:50:36";"Force Doigts";"5371";"Force Doigts Sloper";"2";"15.0";"5";"";"";"";"";"Force Doigts"
"17";"2025-02-14 09:50:36";"Force Doigts";"5371";"Force Doigts Sloper";"3";"15.0";"5";"";"";"";"";"Force Doigts"
"17";"2025-02-14 09:50:36";"Force Doigts";"5371";"Force Doigts Sloper";"1";"15.0";"5";"";"";"";"";"Force Doigts"
"17";"2025-02-14 09:50:36";"Force Doigts";"5371";"Force Doigts Sloper";"2";"15.0";"5";"";"";"";"";"Force Doigts"
"17";"2025-02-14 09:50:36";"Force Doigts";"5371";"Force Doigts Sloper";"3";"15.0";"5";"";"";"";"";"Force Doigts"
"18";"2025-02-14 11:33:53";"Muscu";"2894";"Pull Up";"W";"20.0";"5";"";"";"";"";""
"18";"2025-02-14 11:33:53";"Muscu";"2894";"Pull Up";"1";"25.0";"5";"";"";"";"";""
"18";"2025-02-14 11:33:53";"Muscu";"2894";"Pull Up";"2";"25.0";"4";"";"";"";"";""
"18";"2025-02-14 11:33:53";"Muscu";"2894";"Pull Up";"3";"25.0";"3";"";"";"";"";""
"18";"2025-02-14 11:33:53";"Muscu";"2894";"Handstand Push Up";"Note";"";"";"";"";"";"Negative ";""
"18";"2025-02-14 11:33:53";"Muscu";"2894";"Handstand Push Up";"1";"0.0";"3";"";"";"";"";""
"18";"2025-02-14 11:33:53";"Muscu";"2894";"Handstand Push Up";"2";"0.0";"3";"";"";"";"";""
"18";"2025-02-14 11:33:53";"Muscu";"2894";"Handstand Push Up";"3";"0.0";"3";"";"";"";"";""
"18";"2025-02-14 11:33:53";"Muscu";"2894";"Hanging Knee Raise";"1";"";"3";"";"";"";"";""
"18";"2025-02-14 11:33:53";"Muscu";"2894";"Hanging Knee Raise";"2";"";"3";"";"";"";"";""
"18";"2025-02-14 11:33:53";"Muscu";"2894";"Hanging Knee Raise";"3";"";"3";"";"";"";"";""
"18";"2025-02-14 11:33:53";"Muscu";"2894";"Push Up";"Note";"";"";"";"";"";"One arm on chair";""
"18";"2025-02-14 11:33:53";"Muscu";"2894";"Push Up";"1";"0.0";"5";"";"";"";"";""
"18";"2025-02-14 11:33:53";"Muscu";"2894";"Push Up";"2";"0.0";"4";"";"";"";"";""
"18";"2025-02-14 11:33:53";"Muscu";"2894";"Push Up";"3";"0.0";"5";"";"";"";"";""
"18";"2025-02-14 11:33:53";"Muscu";"2894";"Push Up";"Note";"";"";"";"";"";"One arm on chair";""
"18";"2025-02-14 11:33:53";"Muscu";"2894";"Push Up";"1";"0.0";"5";"";"";"";"";""
"18";"2025-02-14 11:33:53";"Muscu";"2894";"Push Up";"2";"0.0";"5";"";"";"";"";""
"18";"2025-02-14 11:33:53";"Muscu";"2894";"Push Up";"3";"0.0";"5";"";"";"";"";""
"18";"2025-02-14 11:33:53";"Muscu";"2894";"Chest Dip";"1";"0.0";"5";"";"";"";"";""
"18";"2025-02-14 11:33:53";"Muscu";"2894";"Chest Dip";"2";"5.0";"5";"";"";"";"";""
"18";"2025-02-14 11:33:53";"Muscu";"2894";"Chest Dip";"3";"5.0";"3";"";"";"";"";""
"18";"2025-02-14 11:33:53";"Muscu";"2894";"Push-ups taps";"Note";"";"";"";"";"";"Less than middle / 16kg biceps curl";""
"18";"2025-02-14 11:33:53";"Muscu";"2894";"Push-ups taps";"1";"14.0";"5";"";"";"";"";""
"18";"2025-02-14 11:33:53";"Muscu";"2894";"Push-ups taps";"2";"16.0";"5";"";"";"";"";""
"18";"2025-02-14 11:33:53";"Muscu";"2894";"Push-ups taps";"3";"16.0";"5";"";"";"";"";""
"19";"2025-02-24 10:12:12";"Force Doigts";"4642";"Pyramide échauffement doigts";"1";"40.0";"5";"";"";"";"";"Force Doigts"
"19";"2025-02-24 10:12:12";"Force Doigts";"4642";"Pyramide échauffement doigts";"2";"40.0";"5";"";"";"";"";"Force Doigts"
"19";"2025-02-24 10:12:12";"Force Doigts";"4642";"Force Doigts Crimp";"1";"40.0";"3";"";"";"";"";"Force Doigts"
"19";"2025-02-24 10:12:12";"Force Doigts";"4642";"Force Doigts Crimp";"2";"40.0";"3";"";"";"";"";"Force Doigts"
"19";"2025-02-24 10:12:12";"Force Doigts";"4642";"Force Doigts Crimp";"3";"40.0";"3";"";"";"";"";"Force Doigts"
"19";"2025-02-24 10:12:12";"Force Doigts";"4642";"Force Doigts Crimp";"4";"40.0";"3";"";"";"";"";"Force Doigts"
"19";"2025-02-24 10:12:12";"Force Doigts";"4642";"Force Doigts Crimp";"5";"40.0";"3";"";"";"";"";"Force Doigts"
"19";"2025-02-24 10:12:12";"Force Doigts";"4642";"Force Doigts Crimp";"1";"42.0";"5";"";"";"";"";"Force Doigts"
"19";"2025-02-24 10:12:12";"Force Doigts";"4642";"Force Doigts Crimp";"2";"42.0";"3";"";"";"";"";"Force Doigts"
"19";"2025-02-24 10:12:12";"Force Doigts";"4642";"Force Doigts Crimp";"3";"42.0";"3";"";"";"";"";"Force Doigts"
"19";"2025-02-24 10:12:12";"Force Doigts";"4642";"Force Doigts Crimp";"4";"42.0";"3";"";"";"";"";"Force Doigts"
"19";"2025-02-24 10:12:12";"Force Doigts";"4642";"Force Doigts Crimp";"5";"42.0";"2";"";"";"";"";"Force Doigts"
"19";"2025-02-24 10:12:12";"Force Doigts";"4642";"Force Doigts 3 finger drag";"1";"34.0";"2";"";"";"";"";"Force Doigts"
"19";"2025-02-24 10:12:12";"Force Doigts";"4642";"Force Doigts 3 finger drag";"2";"34.0";"3";"";"";"";"";"Force Doigts"
"19";"2025-02-24 10:12:12";"Force Doigts";"4642";"Force Doigts 3 finger drag";"3";"34.0";"3";"";"";"";"";"Force Doigts"
"19";"2025-02-24 10:12:12";"Force Doigts";"4642";"Force Doigts 3 finger drag";"4";"34.0";"2";"";"";"";"";"Force Doigts"
"19";"2025-02-24 10:12:12";"Force Doigts";"4642";"Force Doigts 3 finger drag";"1";"34.0";"4";"";"";"";"";"Force Doigts"
"19";"2025-02-24 10:12:12";"Force Doigts";"4642";"Force Doigts 3 finger drag";"2";"34.0";"4";"";"";"";"";"Force Doigts"
"19";"2025-02-24 10:12:12";"Force Doigts";"4642";"Force Doigts 3 finger drag";"3";"34.0";"4";"";"";"";"";"Force Doigts"
"19";"2025-02-24 10:12:12";"Force Doigts";"4642";"Force Doigts 3 finger drag";"4";"34.0";"3";"";"";"";"";"Force Doigts"
"19";"2025-02-24 10:12:12";"Force Doigts";"4642";"Force Doigts Pinch";"1";"21.0";"4";"";"";"";"";"Force Doigts"
"19";"2025-02-24 10:12:12";"Force Doigts";"4642";"Force Doigts Pinch";"2";"21.0";"4";"";"";"";"";"Force Doigts"
"19";"2025-02-24 10:12:12";"Force Doigts";"4642";"Force Doigts Pinch";"3";"21.0";"4";"";"";"";"";"Force Doigts"
"19";"2025-02-24 10:12:12";"Force Doigts";"4642";"Force Doigts Pinch";"1";"21.0";"4";"";"";"";"";"Force Doigts"
"19";"2025-02-24 10:12:12";"Force Doigts";"4642";"Force Doigts Pinch";"2";"21.0";"3";"";"";"";"";"Force Doigts"
"19";"2025-02-24 10:12:12";"Force Doigts";"4642";"Force Doigts Pinch";"3";"21.0";"2";"";"";"";"";"Force Doigts"
"19";"2025-02-24 10:12:12";"Force Doigts";"4642";"Force Doigts Sloper";"1";"15.0";"5";"";"";"";"";"Force Doigts"
"19";"2025-02-24 10:12:12";"Force Doigts";"4642";"Force Doigts Sloper";"2";"15.0";"5";"";"";"";"";"Force Doigts"
"19";"2025-02-24 10:12:12";"Force Doigts";"4642";"Force Doigts Sloper";"3";"15.0";"5";"";"";"";"";"Force Doigts"
"19";"2025-02-24 10:12:12";"Force Doigts";"4642";"Force Doigts Sloper";"1";"15.0";"5";"";"";"";"";"Force Doigts"
"19";"2025-02-24 10:12:12";"Force Doigts";"4642";"Force Doigts Sloper";"2";"15.0";"5";"";"";"";"";"Force Doigts"
"19";"2025-02-24 10:12:12";"Force Doigts";"4642";"Force Doigts Sloper";"3";"15.0";"5";"";"";"";"";"Force Doigts"
"20";"2025-03-22 09:02:17";"Rési doigts";"1821";"Pyramide échauffement doigts";"1";"40.0";"2";"";"";"";"";""
"20";"2025-03-22 09:02:17";"Rési doigts";"1821";"Pyramide échauffement doigts";"2";"40.0";"4";"";"";"";"";""
"20";"2025-03-22 09:02:17";"Rési doigts";"1821";"Rési Doigts";"1";"22.0";"4";"";"";"";"";""
"20";"2025-03-22 09:02:17";"Rési doigts";"1821";"Rési Doigts";"2";"22.0";"4";"";"";"";"";""
"21";"2025-03-24 09:25:58";"Force Doigts";"4566";"Pyramide échauffement doigts";"1";"40.0";"5";"";"";"";"";"Force Doigts"
"21";"2025-03-24 09:25:58";"Force Doigts";"4566";"Pyramide échauffement doigts";"2";"40.0";"5";"";"";"";"";"Force Doigts"
"21";"2025-03-24 09:25:58";"Force Doigts";"4566";"Force Doigts Crimp";"1";"40.0";"5";"";"";"";"";"Force Doigts"
"21";"2025-03-24 09:25:58";"Force Doigts";"4566";"Force Doigts Crimp";"2";"40.0";"3";"";"";"";"";"Force Doigts"
"21";"2025-03-24 09:25:58";"Force Doigts";"4566";"Force Doigts Crimp";"3";"40.0";"3";"";"";"";"";"Force Doigts"
"21";"2025-03-24 09:25:58";"Force Doigts";"4566";"Force Doigts Crimp";"4";"40.0";"3";"";"";"";"";"Force Doigts"
"21";"2025-03-24 09:25:58";"Force Doigts";"4566";"Force Doigts Crimp";"5";"40.0";"2";"";"";"";"";"Force Doigts"
"21";"2025-03-24 09:25:58";"Force Doigts";"4566";"Force Doigts Crimp";"1";"42.0";"5";"";"";"";"";"Force Doigts"
"21";"2025-03-24 09:25:58";"Force Doigts";"4566";"Force Doigts Crimp";"2";"42.0";"4";"";"";"";"";"Force Doigts"
"21";"2025-03-24 09:25:58";"Force Doigts";"4566";"Force Doigts Crimp";"3";"42.0";"4";"";"";"";"";"Force Doigts"
"21";"2025-03-24 09:25:58";"Force Doigts";"4566";"Force Doigts Crimp";"4";"42.0";"3";"";"";"";"";"Force Doigts"
"21";"2025-03-24 09:25:58";"Force Doigts";"4566";"Force Doigts Crimp";"5";"42.0";"3";"";"";"";"";"Force Doigts"
"21";"2025-03-24 09:25:58";"Force Doigts";"4566";"Force Doigts 3 finger drag";"1";"34.0";"3";"";"";"";"";"Force Doigts"
"21";"2025-03-24 09:25:58";"Force Doigts";"4566";"Force Doigts 3 finger drag";"2";"34.0";"3";"";"";"";"";"Force Doigts"
"21";"2025-03-24 09:25:58";"Force Doigts";"4566";"Force Doigts 3 finger drag";"3";"34.0";"2";"";"";"";"";"Force Doigts"
